transaction_id,customer_id,product_id,product_name,category,unit_price,quantity,total_amount,discount_percent,transaction_date,payment_method,status,shipping_address_state,device,session_id,revenue,shipping_cost
TXN001063,579,103,Running Shoes - Nike Air,Sports,129.99,1,129.99,0,2024-04-06 14:58:30,Debit Card,Completed,FL,Desktop,SES809763,39.0,7.64
TXN001064,831,104,Python Programming Book,Books,40.5,1,40.5,10,2024-05-10 14:58:30,Google Pay,Completed,TX,Desktop,SES303160,12.15,6.23
TXN001065,292,103,Running Shoes - Nike Air,Sports,129.99,1,129.99,0,2024-11-12 14:58:30,Debit Card,Refunded,FL,Desktop,SES135577,39.0,0.16
TXN001066,101,120,Data Science Handbook,Books,59.99,1,59.99,0,2024-06-25 14:58:30,PayPal,Refunded,GA,Desktop,SES848580,18.0,7.64
TXN001067,621,118,Hiking Backpack 40L,Sports,79.99,2,159.98,0,2024-05-13 14:58:30,Debit Card,Completed,MA,Mobile,SES250801,47.99,4.18
TXN001068,752,106,Yoga Mat Premium,Sports,30.59,1,30.59,15,2025-10-15 14:58:30,Google Pay,Completed,FL,Desktop,SES957373,9.18,11.92
TXN001069,656,110,Fitness Tracker Watch,Electronics,127.49,1,127.49,15,2025-06-11 14:58:30,Apple Pay,Pending,MA,Mobile,SES145610,38.25,4.64
TXN001070,1030,106,Yoga Mat Premium,Sports,35.99,1,35.99,0,2024-01-22 14:58:30,Apple Pay,Completed,TX,Desktop,SES132655,10.8,9.1
TXN001071,84,103,Running Shoes - Nike Air,Sports,103.99,1,103.99,20,2024-05-21 14:58:30,PayPal,Cancelled,CA,Mobile,SES863117,31.2,7.34
TXN001072,55,114,Resistance Bands Set,Sports,16.99,2,33.98,15,2025-09-04 14:58:30,Debit Card,Cancelled,TX,Desktop,SES145343,10.19,7.18
TXN001073,274,118,Hiking Backpack 40L,Sports,79.99,1,79.99,0,2024-12-15 14:58:30,Debit Card,Completed,CA,Mobile,SES768809,24.0,0.45
TXN001074,747,105,Stainless Steel Water Bottle,Home & Kitchen,24.99,1,24.99,0,2024-06-28 14:58:30,PayPal,Completed,FL,Mobile,SES336555,7.5,10.46
TXN001075,44,103,Running Shoes - Nike Air,Sports,129.99,1,129.99,0,2024-11-29 14:58:30,Debit Card,Completed,CA,Mobile,SES221266,39.0,14.41
TXN001076,330,110,Fitness Tracker Watch,Electronics,149.99,1,149.99,0,2024-07-30 14:58:30,Apple Pay,Completed,PA,Mobile,SES862568,45.0,13.31
TXN001077,565,118,Hiking Backpack 40L,Sports,71.99,3,215.97,10,2024-10-06 14:58:30,Google Pay,Refunded,MI,Desktop,SES213460,64.79,6.23
TXN001078,3,102,Organic Green Tea (50 bags),Groceries,12.49,1,12.49,0,2025-11-25 14:58:30,Apple Pay,Completed,FL,Mobile,SES705794,3.75,14.95
TXN001079,521,107,LED Desk Lamp,Electronics,34.39,1,34.39,20,2025-10-02 14:58:30,Debit Card,Completed,TX,Mobile,SES208608,10.32,7.77
TXN001080,599,116,Smart Home Speaker,Electronics,89.99,1,89.99,10,2024-08-11 14:58:30,PayPal,Completed,WA,Tablet,SES534240,27.0,12.2
TXN001081,134,119,Instant Pot 6-Quart,Home & Kitchen,89.99,3,269.97,0,2024-08-10 14:58:30,Credit Card,Completed,CA,Mobile,SES559502,80.99,8.35
TXN001082,675,108,Coffee Maker 12-Cup,Home & Kitchen,80.99,1,80.99,10,2024-02-17 14:58:30,Google Pay,Refunded,TX,Desktop,SES232015,24.3,7.88
TXN001083,186,115,Noise Cancelling Earbuds,Electronics,199.99,1,199.99,0,2025-08-20 14:58:30,Apple Pay,Completed,TX,Mobile,SES747288,60.0,3.09
TXN001084,88,117,Portable Charger 20000mAh,Electronics,39.99,3,119.97,0,2025-02-18 14:58:30,PayPal,Cancelled,CA,Desktop,SES224233,35.99,11.77
TXN001085,550,105,Stainless Steel Water Bottle,Home & Kitchen,21.24,3,63.72,15,2025-11-13 14:58:30,Google Pay,Pending,CA,Desktop,SES907985,19.12,0.51
TXN001086,66,106,Yoga Mat Premium,Sports,28.79,1,28.79,20,2025-10-14 14:58:30,Apple Pay,Cancelled,TX,Mobile,SES547727,8.64,12.31
TXN001087,350,107,LED Desk Lamp,Electronics,42.99,1,42.99,0,2025-03-26 14:58:30,Google Pay,Refunded,CA,Mobile,SES863374,12.9,1.56
TXN001088,770,102,Organic Green Tea (50 bags),Groceries,9.99,2,19.98,20,2025-11-26 14:58:30,Credit Card,Completed,IL,Mobile,SES849241,5.99,5.03
TXN001089,867,111,Organic Protein Powder,Health,46.74,1,46.74,15,2024-03-05 14:58:30,Apple Pay,Completed,TX,Tablet,SES247691,14.02,1.8
TXN001090,146,113,Air Purifier HEPA,Home & Kitchen,179.99,1,179.99,10,2024-01-05 14:58:30,Apple Pay,Completed,PA,Mobile,SES679364,54.0,5.85
TXN001091,624,116,Smart Home Speaker,Electronics,99.99,1,99.99,0,2024-09-05 14:58:30,Credit Card,Pending,GA,Desktop,SES751869,30.0,14.98
TXN001092,1004,109,Wireless Mouse,Electronics,25.49,1,25.49,15,2025-11-02 14:58:30,Debit Card,Completed,TX,Mobile,SES724361,7.65,7.83
TXN001093,53,118,Hiking Backpack 40L,Sports,59.99,3,179.97,25,2023-12-10 14:58:30,Apple Pay,Completed,CO,Desktop,SES988472,53.99,14.52
TXN001094,1028,119,Instant Pot 6-Quart,Home & Kitchen,89.99,1,89.99,0,2024-01-18 14:58:30,Credit Card,Refunded,CA,Desktop,SES491201,27.0,10.4
TXN001095,430,110,Fitness Tracker Watch,Electronics,149.99,1,149.99,0,2025-09-15 14:58:30,Apple Pay,Cancelled,MA,Mobile,SES197868,45.0,14.5
TXN001096,751,102,Organic Green Tea (50 bags),Groceries,12.49,1,12.49,0,2025-05-11 14:58:30,Debit Card,Pending,CA,Desktop,SES703885,3.75,13.05
TXN001097,911,113,Air Purifier HEPA,Home & Kitchen,179.99,1,179.99,10,2023-12-22 14:58:30,Apple Pay,Refunded,PA,Mobile,SES734237,54.0,3.83
TXN001098,315,104,Python Programming Book,Books,40.5,1,40.5,10,2024-02-06 14:58:30,Credit Card,Pending,PA,Desktop,SES672511,12.15,0.8
TXN001099,1010,109,Wireless Mouse,Electronics,23.99,1,23.99,20,2024-06-07 14:58:30,Apple Pay,Completed,TX,Mobile,SES712048,7.2,8.26
TXN001100,630,113,Air Purifier HEPA,Home & Kitchen,199.99,1,199.99,0,2025-11-23 14:58:30,Debit Card,Completed,MA,Desktop,SES878344,60.0,14.14
TXN001101,907,112,Mechanical Keyboard,Electronics,119.99,1,119.99,0,2024-05-05 14:58:30,PayPal,Cancelled,PA,Tablet,SES475362,36.0,12.71
TXN001102,750,108,Coffee Maker 12-Cup,Home & Kitchen,89.99,1,89.99,0,2024-11-09 14:58:30,PayPal,Completed,WA,Mobile,SES122564,27.0,14.1
TXN001103,327,119,Instant Pot 6-Quart,Home & Kitchen,89.99,1,89.99,0,2025-11-09 14:58:30,PayPal,Refunded,CO,Desktop,SES110938,27.0,10.64
TXN001104,754,115,Noise Cancelling Earbuds,Electronics,179.99,1,179.99,10,2024-07-29 14:58:30,Debit Card,Refunded,AZ,Desktop,SES338161,54.0,4.28
TXN001105,609,104,Python Programming Book,Books,45.0,1,45.0,0,2025-05-01 14:58:30,Apple Pay,Completed,CA,Desktop,SES705092,13.5,6.36
TXN001106,442,107,LED Desk Lamp,Electronics,42.99,1,42.99,0,2025-01-07 14:58:30,PayPal,Cancelled,MA,Desktop,SES251417,12.9,8.42
TXN001107,191,113,Air Purifier HEPA,Home & Kitchen,169.99,1,169.99,15,2024-04-03 14:58:30,Apple Pay,Cancelled,CO,Desktop,SES807204,51.0,8.24
TXN001108,508,107,LED Desk Lamp,Electronics,42.99,2,85.98,0,2024-01-25 14:58:30,PayPal,Refunded,CA,Tablet,SES826880,25.79,12.89
TXN001109,38,102,Organic Green Tea (50 bags),Groceries,12.49,1,12.49,0,2024-02-24 14:58:30,PayPal,Cancelled,FL,Desktop,SES530944,3.75,4.98
TXN001110,410,113,Air Purifier HEPA,Home & Kitchen,199.99,2,399.98,0,2025-10-05 14:58:30,Apple Pay,Completed,IL,Desktop,SES387305,119.99,8.89
TXN001111,463,114,Resistance Bands Set,Sports,19.99,2,39.98,0,2025-03-04 14:58:30,Credit Card,Completed,IL,Mobile,SES199249,11.99,9.42
TXN001112,801,119,Instant Pot 6-Quart,Home & Kitchen,76.49,1,76.49,15,2024-02-10 14:58:30,Apple Pay,Completed,FL,Mobile,SES420282,22.95,11.08
TXN001113,63,113,Air Purifier HEPA,Home & Kitchen,179.99,1,179.99,10,2024-02-03 14:58:30,Apple Pay,Completed,PA,Desktop,SES711200,54.0,7.42
TXN001114,45,111,Organic Protein Powder,Health,54.99,1,54.99,0,2025-05-24 14:58:30,Apple Pay,Completed,CA,Mobile,SES870584,16.5,14.47
TXN001115,1061,102,Organic Green Tea (50 bags),Groceries,12.49,1,12.49,0,2024-12-22 14:58:30,PayPal,Cancelled,TX,Desktop,SES709243,3.75,9.71
TXN001116,209,118,Hiking Backpack 40L,Sports,79.99,1,79.99,0,2025-01-25 14:58:30,Debit Card,Completed,WA,Desktop,SES671425,24.0,0.54
TXN001117,916,108,Coffee Maker 12-Cup,Home & Kitchen,89.99,1,89.99,0,2025-01-08 14:58:30,Apple Pay,Pending,TX,Mobile,SES535824,27.0,2.11
TXN001118,496,107,LED Desk Lamp,Electronics,42.99,1,42.99,0,2023-12-12 14:58:30,Google Pay,Completed,FL,Desktop,SES752155,12.9,10.73
TXN001119,859,107,LED Desk Lamp,Electronics,38.69,1,38.69,10,2024-10-08 14:58:30,Google Pay,Completed,GA,Desktop,SES633434,11.61,4.85
TXN001120,482,118,Hiking Backpack 40L,Sports,79.99,1,79.99,0,2025-04-01 14:58:30,Debit Card,Cancelled,MI,Desktop,SES958043,24.0,12.04
TXN001121,445,120,Data Science Handbook,Books,53.99,1,53.99,10,2024-01-18 14:58:30,Apple Pay,Completed,CA,Mobile,SES406149,16.2,5.21
TXN001122,1047,107,LED Desk Lamp,Electronics,42.99,1,42.99,0,2025-02-24 14:58:30,Apple Pay,Completed,MI,Desktop,SES567579,12.9,14.16
TXN001123,372,108,Coffee Maker 12-Cup,Home & Kitchen,80.99,1,80.99,10,2024-04-24 14:58:30,Google Pay,Pending,GA,Mobile,SES363563,24.3,6.53
TXN001124,638,118,Hiking Backpack 40L,Sports,79.99,3,239.97,0,2024-11-01 14:58:30,Google Pay,Refunded,FL,Desktop,SES119579,71.99,3.71
TXN001125,80,109,Wireless Mouse,Electronics,23.99,1,23.99,20,2025-09-15 14:58:30,Credit Card,Completed,TX,Desktop,SES262278,7.2,7.58
TXN001126,708,105,Stainless Steel Water Bottle,Home & Kitchen,22.49,1,22.49,10,2025-05-25 14:58:30,Debit Card,Completed,PA,Desktop,SES388571,6.75,11.1
TXN001127,24,106,Yoga Mat Premium,Sports,35.99,1,35.99,0,2025-10-01 14:58:30,Credit Card,Pending,MA,Desktop,SES153493,10.8,4.45
TXN001128,9,108,Coffee Maker 12-Cup,Home & Kitchen,89.99,3,269.97,0,2024-03-31 14:58:30,Debit Card,Completed,NY,Desktop,SES245953,80.99,9.95
TXN001129,701,110,Fitness Tracker Watch,Electronics,134.99,2,269.98,10,2025-07-13 14:58:30,Credit Card,Refunded,TX,Desktop,SES798654,80.99,13.59
TXN001130,158,109,Wireless Mouse,Electronics,22.49,1,22.49,25,2025-01-18 14:58:30,Apple Pay,Refunded,WA,Mobile,SES566658,6.75,14.44
TXN001131,571,101,Wireless Bluetooth Headphones,Electronics,79.99,1,79.99,0,2024-11-04 14:58:30,Debit Card,Refunded,TX,Mobile,SES790401,24.0,14.47
TXN001132,276,114,Resistance Bands Set,Sports,19.99,2,39.98,0,2025-10-18 14:58:30,Apple Pay,Refunded,TX,Desktop,SES939606,11.99,10.17
TXN001133,266,112,Mechanical Keyboard,Electronics,107.99,1,107.99,10,2024-11-16 14:58:30,Apple Pay,Cancelled,TX,Tablet,SES594807,32.4,2.32
TXN001134,631,120,Data Science Handbook,Books,59.99,1,59.99,0,2024-04-22 14:58:30,Google Pay,Cancelled,WA,Mobile,SES312911,18.0,2.73
TXN001135,576,109,Wireless Mouse,Electronics,29.99,1,29.99,0,2025-01-31 14:58:30,Apple Pay,Cancelled,PA,Mobile,SES577567,9.0,6.72
TXN001136,219,120,Data Science Handbook,Books,53.99,1,53.99,10,2024-05-22 14:58:30,Apple Pay,Pending,FL,Mobile,SES781420,16.2,13.04
TXN001137,835,102,Organic Green Tea (50 bags),Groceries,12.49,1,12.49,0,2025-10-15 14:58:30,Debit Card,Cancelled,IL,Tablet,SES962452,3.75,0.43
TXN001138,425,105,Stainless Steel Water Bottle,Home & Kitchen,18.74,1,18.74,25,2024-10-06 14:58:30,Apple Pay,Completed,IL,Desktop,SES282488,5.62,8.76
TXN001139,361,119,Instant Pot 6-Quart,Home & Kitchen,80.99,2,161.98,10,2025-06-28 14:58:30,Debit Card,Completed,TX,Desktop,SES737566,48.59,11.11
TXN001140,789,111,Organic Protein Powder,Health,54.99,1,54.99,0,2024-04-09 14:58:30,Google Pay,Pending,CA,Mobile,SES593924,16.5,1.32
TXN001141,283,114,Resistance Bands Set,Sports,17.99,1,17.99,10,2024-08-21 14:58:30,Google Pay,Completed,CA,Tablet,SES450556,5.4,8.26
TXN001142,506,106,Yoga Mat Premium,Sports,35.99,3,107.97,0,2025-03-24 14:58:30,Apple Pay,Cancelled,GA,Mobile,SES627579,32.39,1.98
TXN001143,92,120,Data Science Handbook,Books,59.99,2,119.98,0,2024-10-05 14:58:30,Apple Pay,Completed,TX,Mobile,SES322254,35.99,14.77
TXN001144,514,119,Instant Pot 6-Quart,Home & Kitchen,89.99,1,89.99,0,2025-06-23 14:58:30,Apple Pay,Completed,PA,Mobile,SES855755,27.0,12.48
TXN001145,876,115,Noise Cancelling Earbuds,Electronics,199.99,1,199.99,0,2025-06-22 14:58:30,Debit Card,Completed,NY,Desktop,SES372402,60.0,10.32
TXN001146,582,115,Noise Cancelling Earbuds,Electronics,199.99,1,199.99,0,2025-11-21 14:58:30,Apple Pay,Pending,WA,Tablet,SES827197,60.0,7.92
TXN001147,787,117,Portable Charger 20000mAh,Electronics,31.99,1,31.99,20,2025-01-08 14:58:30,Google Pay,Cancelled,WA,Mobile,SES522977,9.6,12.86
TXN001148,961,108,Coffee Maker 12-Cup,Home & Kitchen,80.99,1,80.99,10,2024-06-15 14:58:30,Credit Card,Refunded,MI,Mobile,SES495390,24.3,4.24
TXN001149,62,102,Organic Green Tea (50 bags),Groceries,12.49,2,24.98,0,2024-10-12 14:58:30,Google Pay,Completed,TX,Tablet,SES135143,7.49,10.45
TXN001150,213,103,Running Shoes - Nike Air,Sports,103.99,1,103.99,20,2024-01-17 14:58:30,Google Pay,Completed,CO,Desktop,SES629261,31.2,10.24
TXN001151,970,104,Python Programming Book,Books,45.0,1,45.0,0,2024-04-14 14:58:30,Apple Pay,Cancelled,CA,Desktop,SES795010,13.5,9.2
TXN001152,917,112,Mechanical Keyboard,Electronics,107.99,1,107.99,10,2025-07-31 14:58:30,PayPal,Completed,CA,Desktop,SES406695,32.4,13.36
TXN001153,842,101,Wireless Bluetooth Headphones,Electronics,63.99,1,63.99,20,2024-06-24 14:58:30,Apple Pay,Pending,AZ,Desktop,SES574303,19.2,2.66
TXN001154,347,108,Coffee Maker 12-Cup,Home & Kitchen,76.49,1,76.49,15,2024-04-07 14:58:30,PayPal,Completed,AZ,Mobile,SES364451,22.95,9.75
TXN001155,1018,109,Wireless Mouse,Electronics,25.49,2,50.98,15,2025-08-08 14:58:30,Google Pay,Completed,NY,Desktop,SES101539,15.29,13.66
TXN001156,208,104,Python Programming Book,Books,40.5,1,40.5,10,2024-07-28 14:58:30,Google Pay,Completed,FL,Tablet,SES722548,12.15,12.46
TXN001157,906,110,Fitness Tracker Watch,Electronics,149.99,1,149.99,0,2024-05-30 14:58:30,Debit Card,Completed,TX,Desktop,SES674070,45.0,12.26
TXN001158,1030,111,Organic Protein Powder,Health,54.99,1,54.99,0,2025-11-09 14:58:30,PayPal,Completed,MA,Tablet,SES129907,16.5,7.94
TXN001159,1057,106,Yoga Mat Premium,Sports,35.99,1,35.99,0,2024-09-12 14:58:30,PayPal,Completed,FL,Mobile,SES731558,10.8,10.84
TXN001160,89,112,Mechanical Keyboard,Electronics,107.99,1,107.99,10,2025-12-04 14:58:30,PayPal,Refunded,FL,Mobile,SES665799,32.4,2.76
TXN001161,450,115,Noise Cancelling Earbuds,Electronics,149.99,1,149.99,25,2025-07-16 14:58:30,Apple Pay,Completed,MI,Mobile,SES758866,45.0,7.34
TXN001162,974,102,Organic Green Tea (50 bags),Groceries,12.49,3,37.47,0,2025-08-26 14:58:30,Apple Pay,Completed,TX,Mobile,SES484117,11.24,12.3
TXN001163,392,114,Resistance Bands Set,Sports,19.99,1,19.99,0,2024-10-09 14:58:30,Apple Pay,Completed,PA,Mobile,SES318644,6.0,0.57
TXN001164,241,113,Air Purifier HEPA,Home & Kitchen,179.99,1,179.99,10,2025-11-12 14:58:30,Apple Pay,Completed,WA,Mobile,SES395196,54.0,5.64
TXN001165,970,107,LED Desk Lamp,Electronics,38.69,1,38.69,10,2025-01-03 14:58:30,Debit Card,Pending,TX,Desktop,SES464192,11.61,12.64
TXN001166,884,105,Stainless Steel Water Bottle,Home & Kitchen,24.99,1,24.99,0,2024-12-04 14:58:30,PayPal,Completed,MI,Desktop,SES971237,7.5,9.22
TXN001167,416,119,Instant Pot 6-Quart,Home & Kitchen,80.99,1,80.99,10,2024-02-17 14:58:30,PayPal,Cancelled,MI,Mobile,SES989908,24.3,12.19
TXN001168,67,106,Yoga Mat Premium,Sports,35.99,1,35.99,0,2024-07-10 14:58:30,Credit Card,Cancelled,CO,Desktop,SES288892,10.8,4.58
TXN001169,132,119,Instant Pot 6-Quart,Home & Kitchen,80.99,2,161.98,10,2024-03-23 14:58:30,PayPal,Cancelled,IL,Desktop,SES261159,48.59,10.97
TXN001170,825,118,Hiking Backpack 40L,Sports,79.99,1,79.99,0,2024-10-09 14:58:30,Debit Card,Completed,GA,Desktop,SES467920,24.0,6.72
TXN001171,783,114,Resistance Bands Set,Sports,14.99,1,14.99,25,2024-09-01 14:58:30,Google Pay,Cancelled,MI,Mobile,SES574843,4.5,5.5
TXN001172,614,120,Data Science Handbook,Books,59.99,1,59.99,0,2024-01-10 14:58:30,Debit Card,Completed,AZ,Desktop,SES525093,18.0,2.4
TXN001173,1046,117,Portable Charger 20000mAh,Electronics,35.99,1,35.99,10,2024-07-29 14:58:30,Debit Card,Completed,GA,Mobile,SES589303,10.8,11.58
TXN001174,681,117,Portable Charger 20000mAh,Electronics,35.99,1,35.99,10,2025-07-04 14:58:30,Apple Pay,Completed,FL,Desktop,SES594648,10.8,0.41
TXN001175,706,101,Wireless Bluetooth Headphones,Electronics,79.99,2,159.98,0,2024-08-21 14:58:30,Google Pay,Completed,CA,Desktop,SES779293,47.99,6.36
TXN001176,584,107,LED Desk Lamp,Electronics,42.99,1,42.99,0,2024-09-04 14:58:30,Credit Card,Refunded,CO,Mobile,SES373193,12.9,14.36
TXN001177,657,117,Portable Charger 20000mAh,Electronics,31.99,3,95.97,20,2024-01-08 14:58:30,PayPal,Completed,CO,Mobile,SES245243,28.79,6.87
TXN001178,213,111,Organic Protein Powder,Health,54.99,1,54.99,0,2024-03-09 14:58:30,Debit Card,Refunded,GA,Mobile,SES865540,16.5,11.64
TXN001179,280,102,Organic Green Tea (50 bags),Groceries,12.49,1,12.49,0,2025-09-14 14:58:30,Apple Pay,Pending,MA,Mobile,SES712223,3.75,0.51
TXN001180,695,115,Noise Cancelling Earbuds,Electronics,199.99,1,199.99,0,2024-02-22 14:58:30,Google Pay,Completed,TX,Desktop,SES124671,60.0,10.46
TXN001181,608,108,Coffee Maker 12-Cup,Home & Kitchen,76.49,1,76.49,15,2025-05-25 14:58:30,Google Pay,Cancelled,WA,Mobile,SES888596,22.95,5.11
TXN001182,931,102,Organic Green Tea (50 bags),Groceries,12.49,1,12.49,0,2024-11-29 14:58:30,PayPal,Completed,TX,Desktop,SES557679,3.75,4.78
TXN001183,717,119,Instant Pot 6-Quart,Home & Kitchen,89.99,1,89.99,0,2024-12-02 14:58:30,Debit Card,Cancelled,CA,Mobile,SES219548,27.0,14.78
TXN001184,754,110,Fitness Tracker Watch,Electronics,149.99,1,149.99,0,2024-07-13 14:58:30,PayPal,Completed,NY,Mobile,SES199327,45.0,14.47
TXN001185,485,119,Instant Pot 6-Quart,Home & Kitchen,89.99,1,89.99,0,2025-04-18 14:58:30,Google Pay,Completed,NY,Mobile,SES354613,27.0,8.78
TXN001186,634,120,Data Science Handbook,Books,59.99,1,59.99,0,2024-05-19 14:58:30,Apple Pay,Completed,MI,Desktop,SES341369,18.0,5.13
TXN001187,207,117,Portable Charger 20000mAh,Electronics,39.99,1,39.99,0,2025-10-14 14:58:30,Credit Card,Cancelled,NY,Tablet,SES255653,12.0,2.73
TXN001188,263,108,Coffee Maker 12-Cup,Home & Kitchen,89.99,2,179.98,0,2025-06-03 14:58:30,Credit Card,Completed,CO,Mobile,SES992030,53.99,11.81
TXN001189,419,116,Smart Home Speaker,Electronics,99.99,1,99.99,0,2024-02-02 14:58:30,Google Pay,Completed,FL,Desktop,SES723423,30.0,7.98
TXN001190,881,106,Yoga Mat Premium,Sports,35.99,1,35.99,0,2024-04-11 14:58:30,Debit Card,Completed,GA,Desktop,SES999058,10.8,8.96
TXN001191,608,115,Noise Cancelling Earbuds,Electronics,199.99,1,199.99,0,2024-09-10 14:58:30,PayPal,Cancelled,AZ,Mobile,SES316538,60.0,8.4
TXN001192,358,102,Organic Green Tea (50 bags),Groceries,10.62,1,10.62,15,2024-07-30 14:58:30,Debit Card,Completed,NY,Desktop,SES315334,3.19,13.34
TXN001193,1069,101,Wireless Bluetooth Headphones,Electronics,79.99,1,79.99,0,2024-11-12 14:58:30,Debit Card,Refunded,IL,Tablet,SES913897,24.0,10.82
TXN001194,372,108,Coffee Maker 12-Cup,Home & Kitchen,71.99,2,143.98,20,2025-03-25 14:58:30,Apple Pay,Completed,GA,Mobile,SES130101,43.19,4.22
TXN001195,704,103,Running Shoes - Nike Air,Sports,116.99,1,116.99,10,2024-08-27 14:58:30,Debit Card,Refunded,CA,Desktop,SES351654,35.1,12.96
TXN001196,975,105,Stainless Steel Water Bottle,Home & Kitchen,24.99,3,74.97,0,2024-08-12 14:58:30,Credit Card,Cancelled,NY,Desktop,SES862344,22.49,14.68
TXN001197,328,102,Organic Green Tea (50 bags),Groceries,10.62,1,10.62,15,2025-02-14 14:58:30,Debit Card,Completed,GA,Desktop,SES277146,3.19,10.94
TXN001198,123,111,Organic Protein Powder,Health,49.49,1,49.49,10,2025-07-24 14:58:30,Debit Card,Cancelled,NY,Desktop,SES642357,14.85,5.42
TXN001199,1066,116,Smart Home Speaker,Electronics,89.99,1,89.99,10,2024-06-17 14:58:30,Google Pay,Completed,MI,Mobile,SES259522,27.0,12.49
TXN001200,889,108,Coffee Maker 12-Cup,Home & Kitchen,89.99,1,89.99,0,2023-12-22 14:58:30,Google Pay,Completed,MI,Mobile,SES411556,27.0,0.56
TXN001201,635,117,Portable Charger 20000mAh,Electronics,39.99,1,39.99,0,2024-01-10 14:58:30,Google Pay,Completed,NY,Mobile,SES223477,12.0,6.01
TXN001202,622,120,Data Science Handbook,Books,53.99,1,53.99,10,2024-05-03 14:58:30,Debit Card,Completed,GA,Desktop,SES221273,16.2,2.69
TXN001203,49,110,Fitness Tracker Watch,Electronics,134.99,1,134.99,10,2024-10-24 14:58:30,Debit Card,Cancelled,CA,Desktop,SES777324,40.5,4.85
TXN001204,193,119,Instant Pot 6-Quart,Home & Kitchen,80.99,1,80.99,10,2025-07-06 14:58:30,Credit Card,Completed,PA,Mobile,SES906495,24.3,9.48
TXN001205,1028,101,Wireless Bluetooth Headphones,Electronics,79.99,1,79.99,0,2024-12-05 14:58:30,Credit Card,Cancelled,CO,Mobile,SES687227,24.0,9.55
TXN001206,999,110,Fitness Tracker Watch,Electronics,149.99,1,149.99,0,2025-09-25 14:58:30,Debit Card,Completed,TX,Mobile,SES839613,45.0,0.46
TXN001207,881,107,LED Desk Lamp,Electronics,36.54,2,73.08,15,2025-02-07 14:58:30,Google Pay,Completed,PA,Mobile,SES441871,21.92,10.98
TXN001208,984,110,Fitness Tracker Watch,Electronics,127.49,2,254.98,15,2024-02-13 14:58:30,Apple Pay,Completed,GA,Mobile,SES919009,76.49,13.23
TXN001209,639,119,Instant Pot 6-Quart,Home & Kitchen,89.99,1,89.99,0,2025-04-10 14:58:30,Credit Card,Completed,NY,Tablet,SES614843,27.0,12.74
TXN001210,936,110,Fitness Tracker Watch,Electronics,134.99,1,134.99,10,2025-07-02 14:58:30,Google Pay,Completed,CO,Tablet,SES218516,40.5,13.53
TXN001211,933,120,Data Science Handbook,Books,47.99,1,47.99,20,2025-10-18 14:58:30,Debit Card,Refunded,CO,Desktop,SES408810,14.4,8.76
TXN001212,640,109,Wireless Mouse,Electronics,26.99,3,80.97,10,2024-05-31 14:58:30,Apple Pay,Completed,IL,Mobile,SES704402,24.29,9.68
TXN001213,68,106,Yoga Mat Premium,Sports,35.99,1,35.99,0,2024-11-11 14:58:30,Debit Card,Completed,FL,Desktop,SES531337,10.8,12.76
TXN001214,839,102,Organic Green Tea (50 bags),Groceries,11.24,1,11.24,10,2025-08-30 14:58:30,Credit Card,Refunded,CA,Desktop,SES842947,3.37,13.71
TXN001215,507,101,Wireless Bluetooth Headphones,Electronics,71.99,3,215.97,10,2025-08-07 14:58:30,Debit Card,Completed,CA,Mobile,SES842733,64.79,1.61
TXN001216,105,117,Portable Charger 20000mAh,Electronics,39.99,3,119.97,0,2025-06-29 14:58:30,Credit Card,Cancelled,CA,Mobile,SES520424,35.99,1.53
TXN001217,942,103,Running Shoes - Nike Air,Sports,129.99,1,129.99,0,2024-01-11 14:58:30,Credit Card,Completed,TX,Mobile,SES333170,39.0,4.81
TXN001218,1049,119,Instant Pot 6-Quart,Home & Kitchen,80.99,1,80.99,10,2024-04-12 14:58:30,Debit Card,Completed,GA,Mobile,SES241786,24.3,2.56
TXN001219,798,112,Mechanical Keyboard,Electronics,119.99,2,239.98,0,2024-12-10 14:58:30,Apple Pay,Pending,MA,Mobile,SES751829,71.99,10.67
TXN001220,956,114,Resistance Bands Set,Sports,19.99,1,19.99,0,2024-03-18 14:58:30,Credit Card,Cancelled,CA,Mobile,SES334234,6.0,10.12
TXN001221,754,103,Running Shoes - Nike Air,Sports,129.99,2,259.98,0,2025-09-03 14:58:30,Credit Card,Cancelled,TX,Mobile,SES285698,77.99,3.1
TXN001222,541,113,Air Purifier HEPA,Home & Kitchen,199.99,1,199.99,0,2025-10-22 14:58:30,Google Pay,Completed,AZ,Mobile,SES941869,60.0,14.5
TXN001223,41,109,Wireless Mouse,Electronics,29.99,3,89.97,0,2024-11-12 14:58:30,Debit Card,Refunded,TX,Desktop,SES379821,26.99,8.86
TXN001224,591,113,Air Purifier HEPA,Home & Kitchen,199.99,1,199.99,0,2024-12-07 14:58:30,Debit Card,Completed,TX,Desktop,SES836607,60.0,5.8
TXN001225,200,107,LED Desk Lamp,Electronics,34.39,1,34.39,20,2024-09-11 14:58:30,Debit Card,Completed,CO,Mobile,SES931881,10.32,12.24
TXN001226,425,118,Hiking Backpack 40L,Sports,67.99,1,67.99,15,2025-06-24 14:58:30,Credit Card,Pending,AZ,Desktop,SES578235,20.4,10.97
TXN001227,1022,111,Organic Protein Powder,Health,49.49,1,49.49,10,2025-09-02 14:58:30,Credit Card,Completed,CO,Desktop,SES601005,14.85,10.77
